hgnc_id	symbol	name	location_sortable	alias_symbol
HGNC:21080	TRMT11	tRNA methyltransferase 11 homolog	06q22.32	"MDS024|dJ187J11.2|TRM11|TRMT11-1"
HGNC:26091	TRMT12	tRNA methyltransferase 12 homolog	08q24.13	"FLJ20772|Trm12|TYW2"
HGNC:25502	TRMT13	tRNA methyltransferase 13 homolog	01p21.2	"FLJ10287|FLJ11219"
HGNC:26653	TRMT44	tRNA methyltransferase 44 homolog	04p16.1	"FLJ35725|TRM44"
HGNC:23790	TRMT61A	tRNA methyltransferase 61A	14q32.33	"FLJ40452|GCD14|Gcd14p|hTRM61"
HGNC:26070	TRMT61B	tRNA methyltransferase 61B	02p23.2	FLJ20628
HGNC:26940	TRMT112	tRNA methyltransferase activator subunit 11-2	11q13.1	"HSPC152|HSPC170|TRM112|TRMT11-2|hTrm112"
HGNC:25481	TRMU	tRNA mitochondrial 2-thiouridylase	22q13.31	"FLJ10140|MTO2|MTU1"
HGNC:30813	TRNAU1AP	tRNA selenocysteine 1 associated protein 1	01p35.3	"SECP43|FLJ20503"
HGNC:34348	TRNP1	TMF1 regulated nuclear protein 1	01p36.11	TRNP
HGNC:17341	TRNT1	tRNA nucleotidyl transferase 1	03p26.2	"MtCCA|CGI-47|CCA1"
HGNC:12326	TRO	trophinin	Xp11.21	"MAGE-D3|KIAA1114|MAGED3"
HGNC:12327	TROAP	trophinin associated protein	12q13.12	TASTIN
HGNC:497	TRPA1	transient receptor potential cation channel subfamily A member 1	08q21.11	
HGNC:12333	TRPC1	transient receptor potential cation channel subfamily C member 1	03q23	HTRP-1
HGNC:12335	TRPC3	transient receptor potential cation channel subfamily C member 3	04q27	
HGNC:12336	TRPC4	transient receptor potential cation channel subfamily C member 4	13q13.3	"HTRP4|TRP4"
HGNC:16181	TRPC4AP	transient receptor potential cation channel subfamily C member 4 associated protein	20q11.22	"DKFZP727M231|DKFZp586C1223|dJ756N5.2|TRRP4AP|PPP1R158"
HGNC:12337	TRPC5	transient receptor potential cation channel subfamily C member 5	Xq23	PPP1R159
HGNC:40593	TRPC5OS	TRPC5 opposite strand	Xq23	
HGNC:12338	TRPC6	transient receptor potential cation channel subfamily C member 6	11q22.1	TRP6
HGNC:20754	TRPC7	transient receptor potential cation channel subfamily C member 7	05q31.1	
HGNC:7146	TRPM1	transient receptor potential cation channel subfamily M member 1	15q13.3	"LTRPC1|CSNB1C"
HGNC:12339	TRPM2	transient receptor potential cation channel subfamily M member 2	21q22.3	"KNP3|LTRPC2|NUDT9L1|NUDT9H|EREG1"
HGNC:17992	TRPM3	transient receptor potential cation channel subfamily M member 3	09q21.12-q21.13	"KIAA1616|LTRPC3|GON-2"
HGNC:17993	TRPM4	transient receptor potential cation channel subfamily M member 4	19q13.33	FLJ20041
HGNC:14323	TRPM5	transient receptor potential cation channel subfamily M member 5	11p15.5	"LTRPC5|MTR1"
HGNC:17995	TRPM6	transient receptor potential cation channel subfamily M member 6	09q21.13	"CHAK2|FLJ22628"
HGNC:17994	TRPM7	transient receptor potential cation channel subfamily M member 7	15q21.2	"CHAK1|LTRPC7|TRP-PLIK"
HGNC:17961	TRPM8	transient receptor potential cation channel subfamily M member 8	02q37.1	
HGNC:12340	TRPS1	transcriptional repressor GATA binding 1	08q23.3	"LGCR|GC79"
HGNC:20316	TRPT1	tRNA phosphotransferase 1	11q13.1	MGC11134
HGNC:12716	TRPV1	transient receptor potential cation channel subfamily V member 1	17p13.2	
HGNC:18082	TRPV2	transient receptor potential cation channel subfamily V member 2	17p11.2	"VRL|VRL-1|VRL1"
HGNC:18084	TRPV3	transient receptor potential cation channel subfamily V member 3	17p13.2	VRL3
HGNC:18083	TRPV4	transient receptor potential cation channel subfamily V member 4	12q24.11	"OTRPC4|TRP12|VROAC|VRL-2|VR-OAC|CMT2C"
HGNC:3145	TRPV5	transient receptor potential cation channel subfamily V member 5	07q34	CaT2
HGNC:14006	TRPV6	transient receptor potential cation channel subfamily V member 6	07q34	CaT1
HGNC:12347	TRRAP	transformation/transcription domain associated protein	07q22.1	"TR-AP|PAF400|Tra1"
HGNC:16060	TRUB1	TruB pseudouridine synthase family member 1	10q25.3	PUS4
HGNC:17170	TRUB2	TruB pseudouridine synthase family member 2	09q34.11	CLONE24922
HGNC:30636	TSACC	TSSK6 activating cochaperone	01q22	"SSTK-IP|SIP"
HGNC:13922	TSBP1	testis expressed basic protein 1	06p21.32	TSBP
HGNC:12362	TSC1	TSC complex subunit 1	09q34	"KIAA0243|LAM|hamartin"
HGNC:12363	TSC2	TSC complex subunit 2	16p13.3	"tuberin|LAM|PPP1R160"
HGNC:16826	TSC22D1	TSC22 domain family member 1	13q14.11	"TSC22|MGC17597"
HGNC:29095	TSC22D2	TSC22 domain family member 2	03q25.1	"KIAA0669|TILZ4a|TILZ4b|TILZ4c"
HGNC:3051	TSC22D3	TSC22 domain family member 3	Xq22.3	"DIP|GILZ|TSC-22R|hDIP"
HGNC:21696	TSC22D4	TSC22 domain family member 4	07q22.1	"THG-1|TILZ2"
HGNC:28422	TSEN2	tRNA splicing endonuclease subunit 2	03p25.2	"SEN2|SEN2L|MGC2776"
HGNC:16791	TSEN15	tRNA splicing endonuclease subunit 15	01q25.3	
HGNC:15506	TSEN34	tRNA splicing endonuclease subunit 34	19q13.42	"SEN34|SEN34L"
HGNC:27561	TSEN54	tRNA splicing endonuclease subunit 54	17q25.1	"SEN54|SEN54L"
HGNC:12367	TSFM	Ts translation elongation factor, mitochondrial	12q14.1	"EF-Tsmt|EF-TS"
HGNC:15971	TSG101	tumor susceptibility 101	11p15.1	VPS23
HGNC:14927	TSGA10	testis specific 10	02q11.2	"CEP4L|CT79"
HGNC:26555	TSGA10IP	testis specific 10 interacting protein	11q13.1	"FLJ32880|FAM161C"
HGNC:12369	TSGA13	testis specific 13	07q32.2	
HGNC:12372	TSHB	thyroid stimulating hormone subunit beta	01p13.2	
HGNC:12373	TSHR	thyroid stimulating hormone receptor	14q24-q31	LGR3
HGNC:10669	TSHZ1	teashirt zinc finger homeobox 1	18q22.3	"NY-CO-33|TSH1"
HGNC:13010	TSHZ2	teashirt zinc finger homeobox 2	20q13.2	"ZABC2|OVC10-2|TSH2"
HGNC:30700	TSHZ3	teashirt zinc finger homeobox 3	19q12	"KIAA1474|TSH3"
HGNC:30719	TSKS	testis specific serine kinase substrate	19q13.33	"TSSKS|PPP1R161"
HGNC:28850	TSKU	tsukushi, small leucine rich proteoglycan	11q13.5	"E2IG4|TSK"
HGNC:30743	TSLP	thymic stromal lymphopoietin	05q22.1	
HGNC:12379	TSN	translin	02q14.3	"TRSLN|BCLF-1|REHF-1"
HGNC:26437	TSNARE1	t-SNARE domain containing 1	08q24.3	FLJ31164
HGNC:12380	TSNAX	translin associated factor X	01q42.2	"TRAX|C3PO"
HGNC:18586	TSNAXIP1	translin associated factor X interacting protein 1	16q22.1	TXI1
HGNC:20657	TSPAN1	tetraspanin 1	01p34.1	"TSPAN-1|NET-1"
HGNC:20659	TSPAN2	tetraspanin 2	01p13.2	"TSPAN-2|TSN2|FLJ12082"
HGNC:17752	TSPAN3	tetraspanin 3	15q24.3	"TM4-A|TSPAN-3"
HGNC:11859	TSPAN4	tetraspanin 4	11p15.5	"NAG-2|TSPAN-4|TETRASPAN"
HGNC:17753	TSPAN5	tetraspanin 5	04q23	"Tspan-5|NET-4"
HGNC:11858	TSPAN6	tetraspanin 6	Xq22.1	"T245|TSPAN-6"
HGNC:11854	TSPAN7	tetraspanin 7	Xp11.4	"DXS1692E|TALLA-1|A15|CD231"
HGNC:11855	TSPAN8	tetraspanin 8	12q21.1	CO-029
HGNC:21640	TSPAN9	tetraspanin 9	12p13.33-p13.32	NET-5
HGNC:29942	TSPAN10	tetraspanin 10	17q25.3	OCSP
HGNC:30795	TSPAN11	tetraspanin 11	12p11.21	
HGNC:21641	TSPAN12	tetraspanin 12	07q31.31	NET-2
HGNC:21643	TSPAN13	tetraspanin 13	07p21.1	NET-6
HGNC:23303	TSPAN14	tetraspanin 14	10q23.1	"DC-TM4F2|MGC11352"
HGNC:23298	TSPAN15	tetraspanin 15	10q22.1	NET-7
HGNC:30725	TSPAN16	tetraspanin 16	19p13.2	"TM4-B|TM-8"
HGNC:13594	TSPAN17	tetraspanin 17	05q35.2	FBX23
HGNC:20660	TSPAN18	tetraspanin 18	11p11.2	TSPAN
HGNC:31886	TSPAN19	tetraspanin 19	12q21.31	
HGNC:10539	TSPAN31	tetraspanin 31	12q14.1	
HGNC:13410	TSPAN32	tetraspanin 32	11p15.5	
HGNC:28743	TSPAN33	tetraspanin 33	07q32.1	"MGC50844|Penumbra"
HGNC:1268	TSPEAR	thrombospondin type laminin G domain and EAR repeats	21q22.3	"MGC11251|TSP-EAR"
HGNC:1158	TSPO	translocator protein	22q13.2	"PBR|MBR|PKBS|mDRC|DBI|IBP|pk18"
HGNC:21256	TSPO2	translocator protein 2	06p21.1	dJ34B21.2
HGNC:16831	TSPOAP1	TSPO associated protein 1	17q22	"PRAX-1|KIAA0612|RIM-BP1|RIMBP1"
HGNC:12381	TSPY1	testis specific protein Y-linked 1	Yp11.2	CT78
HGNC:23924	TSPY2	testis specific protein Y-linked 2	Yp11.2	TSPYQ1
HGNC:33876	TSPY3	testis specific protein Y-linked 3	Yp11.2	CT78
HGNC:37287	TSPY4	testis specific protein Y-linked 4	Yp11.2	
HGNC:37471	TSPY8	testis specific protein Y-linked 8	Yp11.2	
HGNC:37473	TSPY10	testis specific protein Y-linked 10	Yp11.2	
HGNC:12382	TSPYL1	TSPY like 1	06q22.1	
HGNC:24358	TSPYL2	TSPY like 2	Xp11.22	"SE20-4|HRIHFB2216|CTCL|DENTT|CDA1|CINAP|TSPX"
HGNC:21559	TSPYL4	TSPY like 4	06q22.1	"dJ486I3.2|KIAA0721"
HGNC:29367	TSPYL5	TSPY like 5	08q22.1	KIAA1750
HGNC:14521	TSPYL6	TSPY like 6	02p16.2	
HGNC:25542	TSR1	TSR1 ribosome maturation factor	17p13.3	FLJ10534
HGNC:25455	TSR2	TSR2 ribosome maturation factor	Xp11.22	"DT1P1A10|RP1-112K5.2|WGG1"
HGNC:14175	TSR3	TSR3 ribosome maturation factor	16p13.3	MGC24381
HGNC:12386	TSSC4	tumor suppressing subtransferable candidate 4	11p15.5	
HGNC:14968	TSSK1B	testis specific serine kinase 1B	05q22.2	"SPOGA4|FKSG81"
HGNC:11401	TSSK2	testis specific serine kinase 2	22q11.21	"SPOGA2|FLJ38613"
HGNC:15473	TSSK3	testis specific serine kinase 3	01p35.1	SPOGA3
HGNC:19825	TSSK4	testis specific serine kinase 4	14q12	
HGNC:30410	TSSK6	testis specific serine kinase 6	19p13.11	"SSTK|FLJ24002|CT72"
HGNC:12388	TST	thiosulfate sulfurtransferase	22q12.3	RDS
HGNC:35410	TSTD1	thiosulfate sulfurtransferase like domain containing 1	01q23.3	KAT
HGNC:30087	TSTD2	thiosulfate sulfurtransferase like domain containing 2	09q22.33	PP4189
HGNC:40910	TSTD3	thiosulfate sulfurtransferase like domain containing 3	06q16.2	
HGNC:19140	TTBK1	tau tubulin kinase 1	06p21.1	KIAA1855
HGNC:19141	TTBK2	tau tubulin kinase 2	15q15.2	KIAA0847
HGNC:12391	TTC1	tetratricopeptide repeat domain 1	05q33.3	TPR1
HGNC:12393	TTC3	tetratricopeptide repeat domain 3	21q22.13	"TPRD|TPRDI|DCRR1|TPRDII|TPRDIII|RNF105"
HGNC:12394	TTC4	tetratricopeptide repeat domain 4	01p32.3	"MGC5097|FLJ41930|CNS1"
HGNC:19274	TTC5	tetratricopeptide repeat domain 5	14q11.2	Strap
HGNC:19739	TTC6	tetratricopeptide repeat domain 6	14q21.1	
HGNC:19750	TTC7A	tetratricopeptide repeat domain 7A	02p21	KIAA1140
HGNC:19858	TTC7B	tetratricopeptide repeat domain 7B	14q32.11	
HGNC:20087	TTC8	tetratricopeptide repeat domain 8	14q31.3	"BBS8|RP51"
HGNC:20267	TTC9	tetratricopeptide repeat domain 9	14q24.2	"KIAA0227|TTC9A"
HGNC:26395	TTC9B	tetratricopeptide repeat domain 9B	19q13.2	FLJ30373
HGNC:28432	TTC9C	tetratricopeptide repeat domain 9C	11q12.3	MGC29649
HGNC:23700	TTC12	tetratricopeptide repeat domain 12	11q23.2	"FLJ13859|FLJ20535|TPARM"
HGNC:26204	TTC13	tetratricopeptide repeat domain 13	01q42.2	FLJ22584
HGNC:24697	TTC14	tetratricopeptide repeat domain 14	03q26.33	"FLJ00166|KIAA1980"
HGNC:26536	TTC16	tetratricopeptide repeat domain 16	09q34.11	FLJ32780
HGNC:25596	TTC17	tetratricopeptide repeat domain 17	11p12-p11.2	FLJ10890
HGNC:26006	TTC19	tetratricopeptide repeat domain 19	17p12	"FLJ20343|MGC19520"
HGNC:30761	TTC21A	tetratricopeptide repeat domain 21A	03p22.2	"STI2|IFT139A"
HGNC:25660	TTC21B	tetratricopeptide repeat domain 21B	02q24.3	"FLJ11457|JBTS11|NPHP12|IFT139B|THM1|FAP60|FLA17"
HGNC:26067	TTC22	tetratricopeptide repeat domain 22	01p32.3	FLJ20619
HGNC:25730	TTC23	tetratricopeptide repeat domain 23	15q26.3	"FLJ12572|HCC-8"
HGNC:26355	TTC23L	tetratricopeptide repeat domain 23 like	05p13.2	FLJ25439
HGNC:32348	TTC24	tetratricopeptide repeat domain 24	01q22	
HGNC:21882	TTC26	tetratricopeptide repeat domain 26	07q34	"FLJ12571|dyf-13|DYF13|IFT56"
HGNC:25986	TTC27	tetratricopeptide repeat domain 27	02p22.3	FLJ20272
HGNC:29179	TTC28	tetratricopeptide repeat domain 28	22q12.1	KIAA1043
HGNC:29936	TTC29	tetratricopeptide repeat domain 29	04q31.22	NYD-SP14
HGNC:25853	TTC30A	tetratricopeptide repeat domain 30A	02q31.2	"FLJ13946|IFT70A|FAP259"
HGNC:26425	TTC30B	tetratricopeptide repeat domain 30B	02q31.2	"FLJ30990|fleer|IFT70B"
HGNC:25759	TTC31	tetratricopeptide repeat domain 31	02p13.1	FLJ12788
HGNC:32954	TTC32	tetratricopeptide repeat domain 32	02p24.1	
HGNC:29959	TTC33	tetratricopeptide repeat domain 33	05p13.1	OSRF
HGNC:34297	TTC34	tetratricopeptide repeat domain 34	01p36.32	
HGNC:33708	TTC36	tetratricopeptide repeat domain 36	11q23.3	HBP21
HGNC:23639	TTC37	tetratricopeptide repeat domain 37	05q15	THES
HGNC:26082	TTC38	tetratricopeptide repeat domain 38	22q13.31	FLJ20699
HGNC:18657	TTC39A	tetratricopeptide repeat domain 39A	01p32.3	"KIAA0452|DEME-6"
HGNC:23704	TTC39B	tetratricopeptide repeat domain 39B	09p22.3	FLJ33868
HGNC:26595	TTC39C	tetratricopeptide repeat domain 39C	18q11.2	"FLJ33761|HsT2697"
HGNC:12397	TTF1	transcription termination factor 1	09q34.13	
HGNC:12398	TTF2	transcription termination factor 2	01p13.1	"HuF2|ZGRF6"
HGNC:29029	TTI1	TELO2 interacting protein 1	20q11.23	smg-10
HGNC:26262	TTI2	TELO2 interacting protein 2	08p12	FLJ23263
HGNC:12401	TTK	TTK protein kinase	06q14.1	"MPS1|MPS1L1|CT96|MPH1"
HGNC:21586	TTL	tubulin tyrosine ligase	02q14.1	MGC46235
HGNC:1312	TTLL1	tubulin tyrosine ligase like 1	22q13.2	
HGNC:21211	TTLL2	tubulin tyrosine ligase like 2	06q27	"NYD-TSPG|dJ366N23.3"
HGNC:24483	TTLL3	tubulin tyrosine ligase like 3	03p25.3	"DKFZP434B103|HOTTL"
HGNC:28976	TTLL4	tubulin tyrosine ligase like 4	02q35	KIAA0173
HGNC:19963	TTLL5	tubulin tyrosine ligase like 5	14q24.3	
HGNC:26664	TTLL6	tubulin tyrosine ligase like 6	17q21.32	FLJ35808
HGNC:26242	TTLL7	tubulin tyrosine ligase like 7	01p31.1	FLJ23033
HGNC:34000	TTLL8	tubulin tyrosine ligase like 8	22q13.33	
HGNC:16118	TTLL9	tubulin tyrosine ligase like 9	20q11	dJ310O13.1
HGNC:26693	TTLL10	tubulin tyrosine ligase like 10	01p36.33	FLJ36119
HGNC:18113	TTLL11	tubulin tyrosine ligase like 11	09q33.2	bA244O19.1
HGNC:28974	TTLL12	tubulin tyrosine ligase like 12	22q13.2	KIAA0153
HGNC:12403	TTN	titin	02q31.2	"CMPD4|FLJ32040|TMD|CMH9|LGMD2J|MYLK5"
HGNC:12404	TTPA	alpha tocopherol transfer protein	08q12.3	
HGNC:16114	TTPAL	alpha tocopherol transfer protein like	20q13.12	dJ179M20.3
HGNC:12405	TTR	transthyretin	18q12.1	"HsT2651|CTS"
HGNC:13476	TTYH1	tweety family member 1	19q13.42	
HGNC:13877	TTYH2	tweety family member 2	17q25.1	C17orf29
HGNC:22222	TTYH3	tweety family member 3	07p22.3	KIAA1691
HGNC:12406	TUB	TUB bipartite transcription factor	11p15.4	rd5
HGNC:20766	TUBA1A	tubulin alpha 1a	12q13.12	"TUBA3|B-ALPHA-1|FLJ25113"
HGNC:18809	TUBA1B	tubulin alpha 1b	12q13.12	K-ALPHA-1
HGNC:20768	TUBA1C	tubulin alpha 1c	12q13.12	"MGC14580|MGC10851|bcm948"
HGNC:12408	TUBA3C	tubulin alpha 3c	13q12.11	bA408E5.3
HGNC:24071	TUBA3D	tubulin alpha 3d	02q21.1	H2-ALPHA
HGNC:20765	TUBA3E	tubulin alpha 3e	02q21.1	
HGNC:12407	TUBA4A	tubulin alpha 4a	02q35	"FLJ30169|H2-ALPHA"
HGNC:18637	TUBA4B	tubulin alpha 4b	02q35	FLJ13940
HGNC:12410	TUBA8	tubulin alpha 8	22q11.21	
HGNC:23534	TUBAL3	tubulin alpha like 3	10p15.1	FLJ21665
HGNC:20778	TUBB	tubulin beta class I	06p21.33	"OK/SW-cl.56|MGC16435|M40|Tubb5"
HGNC:16257	TUBB1	tubulin beta 1 class VI	20q13.32	dJ543J19.4
HGNC:12412	TUBB2A	tubulin beta 2A class IIa	06p25.2	dJ40E16.7
HGNC:30829	TUBB2B	tubulin beta 2B class IIb	06p25.2	"MGC8685|DKFZp566F223|bA506K6.1"
HGNC:20772	TUBB3	tubulin beta 3 class III	16q24.3	"beta-4|CFEOM3|CFEOM3A"
HGNC:20774	TUBB4A	tubulin beta 4A class IVa	19p13.3	beta-5
HGNC:20771	TUBB4B	tubulin beta 4B class IVb	09q34.3	Beta2
HGNC:20776	TUBB6	tubulin beta 6 class V	18p11.21	"MGC4083|HsT1601"
HGNC:20773	TUBB8	tubulin beta 8 class VIII	10p15.3	bA631M21.2
HGNC:24983	TUBB8B	tubulin beta 8B	18p11.32	
HGNC:16811	TUBD1	tubulin delta 1	17q23.1	"FLJ12709|TUBD"
HGNC:20775	TUBE1	tubulin epsilon 1	06q21	"dJ142L7.2|FLJ22589|TUBE"
HGNC:12417	TUBG1	tubulin gamma 1	17q21.31	TUBGCP1
HGNC:12419	TUBG2	tubulin gamma 2	17q21.2	
HGNC:18599	TUBGCP2	tubulin gamma complex associated protein 2	10q26.3	"GCP2|Spc97p|SPBC97"
HGNC:18598	TUBGCP3	tubulin gamma complex associated protein 3	13q34	"GCP3|Spc98p|SPBC98"
HGNC:16691	TUBGCP4	tubulin gamma complex associated protein 4	15q15.3	"76P|FLJ14797"
HGNC:18600	TUBGCP5	tubulin gamma complex associated protein 5	15q11.2	"GCP5|KIAA1899"
HGNC:18127	TUBGCP6	tubulin gamma complex associated protein 6	22q13.33	"GCP6|KIAA1669|DJ402G11.6"
HGNC:12420	TUFM	Tu translation elongation factor, mitochondrial	16p11.2	"EFTu|EF-TuMT|EFTU"
HGNC:12422	TUFT1	tuftelin 1	01q21.3	
HGNC:12423	TULP1	TUB like protein 1	06p21.31	"TUBL1|LCA15"
HGNC:12424	TULP2	TUB like protein 2	19q13.33	"TUBL2|CT65"
HGNC:12425	TULP3	TUB like protein 3	12p13.33	TUBL3
HGNC:15530	TULP4	TUB like protein 4	06q25.3	"TUSP|KIAA1397"
HGNC:31010	TUSC1	tumor suppressor candidate 1	09p21.2	"TSG-9|CCDC89B"
HGNC:17034	TUSC2	tumor suppressor 2, mitochondrial calcium regulator	03p21.31	"FUS1|PAP|C3orf11"
HGNC:30242	TUSC3	tumor suppressor candidate 3	08p22	"MGC13453|N33|OST3A|MRT7|MagT2|SLC58A2"
HGNC:26184	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	11q12.3	"FLJ22347|FLJ22267|FLJ21850|PAPD2|TUTase|TENT1"
HGNC:28981	TUT4	terminal uridylyl transferase 4	01p32.3	"KIAA0191|PAPD3|TENT3A"
HGNC:25817	TUT7	terminal uridylyl transferase 7	09q21.33	"KIAA1711|FLJ13409|PAPD6|TENT3B"
HGNC:20398	TVP23A	trans-golgi network vesicle protein 23 homolog A	16p13.13	YDR084C
HGNC:20399	TVP23B	trans-golgi network vesicle protein 23 homolog B	17p11.2	"CGI-148|YDR084C"
HGNC:30453	TVP23C	trans-golgi network vesicle protein 23 homolog C	17p12	MGC8763
HGNC:9620	TWF1	twinfilin actin binding protein 1	12q12	A6
HGNC:9621	TWF2	twinfilin actin binding protein 2	03p21.2	"A6RP|A6r"
HGNC:12428	TWIST1	twist family bHLH transcription factor 1	07p21.1	"SCS|H-twist|BPES2|bHLHa38|CRS1"
HGNC:20670	TWIST2	twist family bHLH transcription factor 2	02q37.3	"DERMO1|Dermo-1|bHLHa39"
HGNC:1160	TWNK	twinkle mtDNA helicase	10q24.31	"PEO|PEO1|TWINKLE|FLJ21832|TWINL"
HGNC:12429	TWSG1	twisted gastrulation BMP signaling modulator 1	18p11.22	TSG
HGNC:12434	TXK	TXK tyrosine kinase	04p12	"TKL|PSCTK5|BTKL|RLK"
HGNC:30685	TXLNA	taxilin alpha	01p35.2	DKFZp451J0118
HGNC:21617	TXLNB	taxilin beta	06q24.1	"DKFZp451A175|MDP77|dJ522B19.2"
HGNC:18578	TXLNG	taxilin gamma	Xp22.2	"FLJ11209|LSR5|FIAT|MGC126621|MGC126625|TXLNGX"
HGNC:12435	TXN	thioredoxin	09q31.3	"TRX|Trx80"
HGNC:17772	TXN2	thioredoxin 2	22q12.3	MT-TRX
HGNC:16470	TXNDC2	thioredoxin domain containing 2	18p11.31-p11.2	SPTRX1
HGNC:21073	TXNDC5	thioredoxin domain containing 5	06p24.3	"MGC3178|FLJ21353|FLJ90810|EndoPDI|Hcc-2|ERp46|PDIA15"
HGNC:31454	TXNDC8	thioredoxin domain containing 8	09q31.3	"bA427L11.2|TRX6|SPTRX-3"
HGNC:24110	TXNDC9	thioredoxin domain containing 9	02q11.2	APACD
HGNC:28030	TXNDC11	thioredoxin domain containing 11	16p13.13	EFP1
HGNC:24626	TXNDC12	thioredoxin domain containing 12	01p32.3	"TLP19|ERP18|ERP19|hAG-1|AGR1|PDIA16"
HGNC:20652	TXNDC15	thioredoxin domain containing 15	05q31.1	"2310047H23Rik|FLJ22625"
HGNC:19965	TXNDC16	thioredoxin domain containing 16	14q22.1	
HGNC:28218	TXNDC17	thioredoxin domain containing 17	17p13.1	"MGC14353|TRP14"
HGNC:16952	TXNIP	thioredoxin interacting protein	01q21.1	"VDUP1|EST01027|HHCPA78|THIF|ARRDC6"
HGNC:12436	TXNL1	thioredoxin like 1	18q21.31	"Txl|TRP32"
HGNC:30551	TXNL4A	thioredoxin like 4A	18q23	"U5-15kD|DIM1|HsT161|DIB1|SNRNP15"
HGNC:26041	TXNL4B	thioredoxin like 4B	16q22.2	"FLJ20511|DLP|Dim2"
HGNC:12437	TXNRD1	thioredoxin reductase 1	12q23.3	"TXNR|GRIM-12|Trxr1"
HGNC:18155	TXNRD2	thioredoxin reductase 2	22q11.21	"TR|TRXR2|TR3|SELZ"
HGNC:20667	TXNRD3	thioredoxin reductase 3	03q21.3	"TR2|TRXR3|TGR|TR2IT1|TXNRD3NT1"
HGNC:12440	TYK2	tyrosine kinase 2	19p13.2	JTK1
HGNC:3148	TYMP	thymidine phosphorylase	22q13.33	
HGNC:12441	TYMS	thymidylate synthetase	18p11.32	"Tsase|TMS|HsT422"
HGNC:12442	TYR	tyrosinase	11q14.3	"OCAIA|OCA1A|OCA1"
HGNC:12446	TYRO3	TYRO3 protein tyrosine kinase	15q15.1	"Dtk|Brt|Tif|Sky|Etk-2|Rek"
HGNC:12449	TYROBP	transmembrane immune signaling adaptor TYROBP	19q13.12	"DAP12|PLO-SL|KARAP"
HGNC:12450	TYRP1	tyrosinase related protein 1	09p23	"GP75|CATB|TRP|b-PROTEIN|OCA3"
HGNC:28531	TYSND1	trypsin like peroxisomal matrix peptidase 1	10q22.1	"MGC34695|NET41"
HGNC:25598	TYW1	tRNA-yW synthesizing protein 1 homolog	07q11.21	"FLJ10900|MGC23001|MGC60291|YPL207W|TYW1A"
HGNC:33908	TYW1B	tRNA-yW synthesizing protein 1 homolog B	07q11.22-q11.23	"RSAFD2|MGC87315|NCRNA00069|LINC00069"
HGNC:24757	TYW3	tRNA-yW synthesizing protein 3 homolog	01p31.1	FLJ40918
HGNC:26754	TYW5	tRNA-yW synthesizing protein 5	02q33.1	FLJ37953
HGNC:12453	U2AF1	U2 small nuclear RNA auxiliary factor 1	21q22.3	"U2AF35|RNU2AF1|RN"
HGNC:23020	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4	19q13.12	"MGC33901|U2af26"
HGNC:23156	U2AF2	U2 small nuclear RNA auxiliary factor 2	19q13.42	U2AF65
HGNC:30855	U2SURP	U2 snRNP associated SURP domain containing	03q23	"fSAPa|SR140"
HGNC:15947	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	15q23	"FLJ10128|KIAA1561"
HGNC:12457	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	01q23.3	"AGX1|AgX"
HGNC:28082	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	09q34.3	
HGNC:12469	UBA1	ubiquitin like modifier activating enzyme 1	Xp11.3	"UBE1X|POC20|CFAP124"
HGNC:30661	UBA2	ubiquitin like modifier activating enzyme 2	19q13.11	"FLJ13058|HRIHFB2115"
HGNC:12470	UBA3	ubiquitin like modifier activating enzyme 3	03p14.1	"hUba3|NAE2"
HGNC:23230	UBA5	ubiquitin like modifier activating enzyme 5	03q22.1	FLJ23251
HGNC:25581	UBA6	ubiquitin like modifier activating enzyme 6	04q13.2	FLJ10808
HGNC:12471	UBA7	ubiquitin like modifier activating enzyme 7	03p21.31	"D8|UBE2|UBA1B"
HGNC:12458	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	19p13.1-p12	"RPL40|CEP52|HUBCEP52|MGC57125|MGC126879|MGC126881|L40"
HGNC:30221	UBAC1	UBA domain containing 1	09q34.3	"GBDR1|KPC2"
HGNC:20486	UBAC2	UBA domain containing 2	13q32.3	"FLJ30548|RP11-178C10.1"
HGNC:29576	UBALD1	UBA like domain containing 1	16p13.3	
HGNC:28438	UBALD2	UBA like domain containing 2	17q25.1	MGC29814
HGNC:12461	UBAP1	ubiquitin associated protein 1	09p13.3	
HGNC:40028	UBAP1L	ubiquitin associated protein 1 like	15q22.31	
HGNC:14185	UBAP2	ubiquitin associated protein 2	09p13.3	"KIAA1491|bA176F3.5|FLJ22435"
HGNC:29877	UBAP2L	ubiquitin associated protein 2 like	01q21.3	"NICE-4|KIAA0144"
HGNC:12462	UBASH3A	ubiquitin associated and SH3 domain containing A	21q22.3	"STS-2|TULA|CLIP4"
HGNC:29884	UBASH3B	ubiquitin associated and SH3 domain containing B	11q24.1	"KIAA1959|STS-1|TULA2|TULA-2"
HGNC:12463	UBB	ubiquitin B	17p11.2	"MGC8385|FLJ25987"
HGNC:12468	UBC	ubiquitin C	12q24.3	
HGNC:18795	UBD	ubiquitin D	06p22.1	FAT10
